name,arabidopsis_gene,isTF,isTR,gene_annotation
LOC111984638,AT5G54160,0,0,caffeic acid 3-O-methyltransferase
LOC111984640,AT1G71950,0,0,subtilisin-like protease SBT3.3
LOC111984641,AT4G14000,0,0,No Description available
LOC111984642,AT5G42800,0,0,bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase
LOC111984644,AT1G71920,0,0,"histidinol-phosphate aminotransferase, chloroplastic"
LOC111984647,AT4G09570,0,0,calcium-dependent protein kinase 11
LOC111984648,AT3G16200,0,0,No Description available
LOC111984649,AT3G30340,0,0,WAT1-related protein At3g30340
LOC111984650,AT3G18950,0,0,protein JINGUBANG
LOC111984653,--,0,0,No Description available
LOC111984657,AT1G19210,1,0,ethylene-responsive transcription factor ERF017
LOC111984659,AT4G29080,0,1,auxin-responsive protein IAA27
LOC111984660,AT1G10390,0,0,nuclear pore complex protein NUP98A
LOC111984661,AT1G10390,0,0,nuclear pore complex protein NUP98A
LOC111984664,AT4G38120,0,0,No Description available
LOC111984665,--,0,0,No Description available
LOC111984666,AT1G64300,0,0,No Description available
LOC111984671,AT5G14420,0,0,E3 ubiquitin-protein ligase RGLG2-like
LOC111984677,--,0,0,No Description available
LOC111984682,AT1G10390,0,0,nuclear pore complex protein NUP98A-like
LOC111984696,AT5G53670,0,0,No Description available
LOC111984700,AT1G22710,0,0,sucrose transport protein SUC2
LOC111984701,AT1G33170,0,0,probable methyltransferase PMT18
LOC111984702,AT4G10450,0,0,large ribosomal subunit protein uL6
LOC111984704,AT5G03780,1,0,No Description available
LOC111984705,AT4G15090,1,0,protein FAR-RED IMPAIRED RESPONSE 1
LOC111984706,AT1G72680,0,0,probable cinnamyl alcohol dehydrogenase 1
LOC111984707,AT5G16400,0,0,"thioredoxin F-type, chloroplastic"
LOC111984709,AT3G02750,0,0,probable protein phosphatase 2C 33
LOC111984710,AT1G79230,0,0,"thiosulfate/3-mercaptopyruvate sulfurtransferase 1, mitochondrial"
LOC111984711,AT3G56720,0,0,No Description available
LOC111984713,--,0,0,No Description available
LOC111984714,AT5G64150,0,0,No Description available
LOC111984715,AT4G03270,0,0,putative cyclin-D6-1
LOC111984716,AT1G79180,1,0,transcription factor MYB15
LOC111984719,AT5G41760,0,0,CMP-sialic acid transporter 1
LOC111984720,AT5G36230,0,0,No Description available
LOC111984721,--,0,0,No Description available
LOC111984722,AT3G04790,1,0,"probable ribose-5-phosphate isomerase 3, chloroplastic"
LOC111984724,AT1G16445,0,0,"tRNA (mnm(5)s(2)U34)-methyltransferase, chloroplastic"
LOC111984725,AT5G07050,0,0,WAT1-related protein At5g64700
LOC111984730,AT5G40320,0,0,No Description available
LOC111984735,AT4G08850,0,0,MDIS1-interacting receptor like kinase 2
LOC111984737,AT4G08850,0,0,MDIS1-interacting receptor like kinase 2
LOC111984739,AT2G38140,0,0,small ribosomal subunit protein bTHXc
LOC111984741,AT5G05710,0,0,pleckstrin homology domain-containing protein 1
LOC111984743,AT5G04810,0,0,"pentatricopeptide repeat-containing protein At5g04810, chloroplastic"
LOC111984747,AT3G62360,0,0,No Description available
LOC111984750,AT4G37460,0,0,suppressor of RPS4-RLD 1
LOC111984751,AT5G26330,0,0,cucumber peeling cupredoxin
LOC111984752,AT4G27190,0,0,probable disease resistance protein At4g27220
LOC111984759,AT3G24150,0,0,No Description available
LOC111984772,AT4G37470,0,0,probable esterase KAI2
LOC111984773,AT5G04830,0,0,No Description available
LOC111984775,AT3G55870,0,0,"anthranilate synthase alpha subunit 2, chloroplastic"
LOC111984776,AT2G21120,0,0,probable magnesium transporter NIPA6
LOC111984777,AT3G33530,0,0,No Description available
LOC111984778,AT5G05740,0,0,"probable zinc metalloprotease EGY2, chloroplastic"
LOC111984779,AT3G25500,0,0,formin-like protein 1
LOC111984780,AT3G25500,0,0,formin-like protein 1
LOC111984781,AT2G38120,0,0,auxin transporter-like protein 1
LOC111984782,AT5G03540,0,0,exocyst complex component EXO70A1
LOC111984783,AT3G62370,0,0,No Description available
LOC111984784,AT1G01470,0,0,desiccation protectant protein Lea14 homolog
LOC111984785,AT5G05710,0,0,pleckstrin homology domain-containing protein 1
LOC111984786,AT3G10600,0,0,"cationic amino acid transporter 7, chloroplastic"
LOC111984787,AT5G12230,0,0,mediator of RNA polymerase II transcription subunit 19a
LOC111984788,AT5G48370,0,0,"acyl-coenzyme A thioesterase 2, chloroplastic"
LOC111984789,AT5G04820,1,0,transcription repressor OFP13
LOC111984790,AT5G48370,0,0,"acyl-coenzyme A thioesterase 2, chloroplastic"
LOC111984791,AT1G01470,0,0,desiccation protectant protein Lea14 homolog
LOC111984793,AT1G34300,0,0,G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300
LOC111984796,AT5G05760,0,0,syntaxin-31
LOC111984797,AT5G04780,0,0,"pentatricopeptide repeat-containing protein At5g04780, mitochondrial"
LOC111984798,AT5G04800,0,0,small ribosomal subunit protein eS17x
LOC111984799,AT5G04800,0,0,small ribosomal subunit protein eS17x
LOC111984800,AT5G02270,0,0,ABC transporter I family member 20
LOC111984801,--,0,0,probable inactive histone-lysine N-methyltransferase SUVR1
LOC111984802,--,0,0,No Description available
LOC111984803,AT4G32285,0,0,putative clathrin assembly protein At2g25430
LOC111984804,AT3G52490,0,0,protein SMAX1-LIKE 3
LOC111984805,AT5G43120,0,0,No Description available
LOC111984806,--,0,0,No Description available
LOC111984807,AT5G58040,0,0,FIP1[V]-like protein
LOC111984808,AT3G03210,0,0,protein ALTERED XYLOGLUCAN 9
LOC111984809,--,0,0,No Description available
LOC111984810,AT3G59470,1,0,protein FAR1-RELATED SEQUENCE 5
LOC111984812,--,0,0,No Description available
LOC111984813,AT3G03310,0,0,phospholipase A(1) LCAT3
LOC111984814,AT1G08450,0,0,calreticulin-3
LOC111984815,AT1G65290,0,0,"acyl carrier protein 2, mitochondrial"
LOC111984816,AT4G26690,0,0,glycerophosphodiester phosphodiesterase GDPDL3
LOC111984822,AT5G02280,0,0,No Description available
LOC111984843,--,0,0,No Description available
LOC111984846,AT5G17300,1,0,protein REVEILLE 1
LOC111984847,AT3G03220,0,0,expansin-A13
LOC111984849,AT5G55470,0,0,sodium/hydrogen exchanger 4
LOC111984851,AT4G02230,0,0,large ribosomal subunit protein eL19y
LOC111984854,AT2G32060,0,0,small ribosomal subunit protein eS12
LOC111984856,AT2G47520,1,0,ethylene-responsive transcription factor RAP2-3
LOC111984857,AT3G03330,0,0,No Description available
LOC111984858,AT4G26700,0,0,fimbrin-1
LOC111984860,AT1G13260,1,0,AP2/ERF and B3 domain-containing transcription factor RAV1
LOC111984861,AT2G47510,0,0,"fumarate hydratase 1, mitochondrial"
LOC111984862,AT5G64260,0,0,protein EXORDIUM-like 2
LOC111984863,AT1G65270,0,0,No Description available
LOC111984864,AT1G54320,0,0,ALA-interacting subunit 3
LOC111984865,AT1G79450,0,0,ALA-interacting subunit 3
LOC111984866,AT1G73370,0,0,sucrose synthase 6
LOC111984868,AT5G17240,0,0,protein SET DOMAIN GROUP 40
LOC111984869,AT1G25570,0,0,receptor-like protein 4
LOC111984870,AT2G38290,0,0,ammonium transporter 2
LOC111984871,AT2G42160,0,0,BRAP2 RING ZnF UBP domain-containing protein 1
LOC111984872,AT5G36170,0,0,"peptide chain release factor PrfB1, chloroplastic"
LOC111984874,AT1G65900,0,0,No Description available
LOC111984875,AT5G58030,0,0,No Description available
LOC111984876,AT1G33390,0,0,ATP-dependent RNA helicase DEAH13
LOC111984877,AT3G33520,0,0,actin-related protein 6
LOC111984878,AT1G30290,0,0,pentatricopeptide repeat-containing protein At1g09900
LOC111984879,--,0,0,No Description available
LOC111984881,AT3G15760,0,0,No Description available
LOC111984882,AT5G17430,1,0,AP2-like ethylene-responsive transcription factor BBM1
LOC111984883,AT1G63270,0,0,ABC transporter I family member 1
LOC111984884,AT3G03190,0,0,glutathione S-transferase F11
LOC111984885,AT1G65920,0,0,"PH, RCC1 and FYVE domains-containing protein 1"
LOC111984886,--,0,0,No Description available
LOC111984888,AT2G32070,0,0,probable CCR4-associated factor 1 homolog 7
LOC111984889,--,0,0,No Description available
LOC111984890,AT1G65910,1,0,NAC domain-containing protein 54
LOC111984891,AT3G15880,0,0,topless-related protein 4
LOC111984892,AT3G59470,1,0,protein FAR1-RELATED SEQUENCE 5
LOC111984893,AT1G13270,0,0,"methionine aminopeptidase 1B, chloroplastic"
LOC111984895,AT2G40940,0,0,ethylene response sensor 1
LOC111984908,AT3G53130,0,0,"carotene epsilon-monooxygenase, chloroplastic"
LOC111984909,--,0,0,No Description available
LOC111984910,AT2G36790,0,0,UDP-glycosyltransferase 73C6
LOC111984911,AT3G15810,0,0,protein LURP-one-related 5
LOC111984912,AT5G17600,0,0,RING-H2 finger protein ATL64
LOC111984913,AT3G53140,0,0,nicotinate N-methyltransferase 1
LOC111984914,AT2G36690,0,0,probable 2-oxoglutarate-dependent dioxygenase SLC1
LOC111984915,--,0,0,No Description available
LOC111984917,AT5G03555,0,0,purine-uracil permease NCS1
LOC111984918,--,0,0,No Description available
LOC111984920,AT3G53120,0,0,vacuolar protein-sorting-associated protein 37 homolog 1
LOC111984922,AT5G45540,0,0,No Description available
LOC111984923,AT5G03560,0,0,No Description available
LOC111984924,AT3G53120,0,0,vacuolar protein-sorting-associated protein 37 homolog 1
LOC111984926,AT5G40980,0,0,No Description available
LOC111984927,AT2G37520,0,0,No Description available
LOC111984929,--,0,0,No Description available
LOC111984930,AT5G14130,0,0,peroxidase 55
LOC111984931,AT5G40960,0,0,No Description available
LOC111984932,AT3G27030,0,0,No Description available
LOC111984933,AT3G53110,0,0,DEAD-box ATP-dependent RNA helicase 38
LOC111984934,AT1G77140,0,0,vacuolar protein sorting-associated protein 45 homolog
LOC111984935,--,0,0,No Description available
LOC111984938,AT5G14120,0,0,protein NUCLEAR FUSION DEFECTIVE 4
LOC111984939,AT2G27930,1,0,protein RGF1 INDUCIBLE TRANSCRIPTION FACTOR 1
LOC111984940,--,0,0,No Description available
LOC111984941,AT3G53150,0,0,UDP-glycosyltransferase 73D1
LOC111984942,--,0,0,No Description available
LOC111984943,AT1G11340,0,0,G-type lectin S-receptor-like serine/threonine-protein kinase RKS1
LOC111984944,AT2G36790,0,0,UDP-glycosyltransferase 73E1-like
LOC111984946,AT1G22060,0,0,No Description available
LOC111984947,--,0,0,No Description available
LOC111984948,AT1G27970,0,0,nuclear transport factor 2B
LOC111984950,AT2G36790,0,0,UDP-glycosyltransferase 73C6
LOC111984967,--,0,0,classical arabinogalactan protein 10
LOC111984968,AT4G40080,0,0,putative clathrin assembly protein At4g40080
LOC111984969,AT1G72220,0,0,RING-H2 finger protein ATL54
LOC111984971,AT1G22480,0,0,blue copper protein
LOC111984972,AT2G19640,0,1,histone-lysine N-methyltransferase ASHR2
LOC111984974,AT1G72200,0,0,RING-H2 finger protein ATL11
LOC111984975,AT3G21350,0,1,mediator of RNA polymerase II transcription subunit 6
LOC111984976,AT1G14520,0,0,inositol oxygenase 1
LOC111984977,AT1G51800,0,0,LRR receptor-like serine/threonine-protein kinase IOS1
LOC111984978,--,0,0,No Description available
LOC111984981,--,0,0,No Description available
LOC111984983,AT1G72210,1,0,transcription factor bHLH96
LOC111984984,AT1G76980,0,0,No Description available
LOC111984985,AT4G09060,0,0,No Description available
LOC111984986,AT4G09040,0,0,"28 kDa ribonucleoprotein, chloroplastic"
LOC111984988,AT1G77010,0,0,"putative pentatricopeptide repeat-containing protein At1g77010, mitochondrial"
LOC111984989,AT1G03360,0,0,exosome complex component RRP4 homolog
LOC111984990,AT1G35220,0,0,No Description available
LOC111984991,AT4G02980,0,0,auxin-binding protein T85
LOC111984992,AT5G09300,0,0,"2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial"
LOC111984994,AT1G43980,0,0,"pentatricopeptide repeat-containing protein At1g43980, mitochondrial"
LOC111984995,AT1G22470,0,0,No Description available
LOC111985015,AT4G09020,0,0,"isoamylase 3, chloroplastic"
LOC111985016,AT2G22430,1,0,homeobox-leucine zipper protein ATHB-6
LOC111985018,AT5G13420,0,0,No Description available
LOC111985021,AT2G43060,0,0,transcription factor IBH1
LOC111985028,AT1G11410,0,0,G-type lectin S-receptor-like serine/threonine-protein kinase RKS1
LOC111985031,AT5G13390,0,0,No Description available
LOC111985032,AT1G11680,0,0,sterol 14-demethylase
LOC111985033,AT3G61110,0,0,small ribosomal subunit protein eS27y
LOC111985034,AT5G13430,0,0,"cytochrome b-c1 complex subunit Rieske-4, mitochondrial"
LOC111985036,AT1G28130,0,0,indole-3-acetic acid-amido synthetase GH3.17
LOC111985037,AT1G76390,0,0,U-box domain-containing protein 44
LOC111985038,AT1G28140,0,0,No Description available
LOC111985039,AT3G25410,0,0,"probable sodium/metabolite cotransporter BASS3, chloroplastic"
LOC111985040,AT3G23760,0,0,No Description available
LOC111985041,AT5G64680,0,0,mediator-associated protein 2
LOC111985042,AT1G01630,0,0,No Description available
LOC111985046,--,0,0,No Description available
LOC111985047,AT1G57820,0,0,E3 ubiquitin-protein ligase ORTHRUS 2
LOC111985050,AT5G13400,0,0,protein NRT1/ PTR FAMILY 6.1
LOC111985051,AT5G59030,0,0,copper transporter 6
LOC111985052,AT5G13330,1,0,ethylene-responsive transcription factor ERF113
LOC111985053,AT1G27440,0,0,"probable beta-1,4-xylosyltransferase IRX10"
LOC111985054,AT5G13410,0,0,"peptidyl-prolyl cis-trans isomerase FKBP19, chloroplastic"
LOC111985055,AT1G22160,0,0,FCS-Like Zinc finger 5
LOC111985056,AT2G21860,0,0,"violaxanthin de-epoxidase, chloroplastic"
LOC111985057,--,0,0,protein phosphatase 1 regulatory subunit INH3
LOC111985058,AT1G54730,0,0,sugar transporter ERD6-like 5
LOC111985059,--,0,0,putative F-box/LRR-repeat/kelch-repeat protein At1g11620
LOC111985060,AT3G23330,0,0,pentatricopeptide repeat-containing protein At2g22070
LOC111985061,AT5G64360,0,0,No Description available
LOC111985062,--,0,0,No Description available
LOC111985064,AT4G35580,1,0,NAC domain-containing protein 62
LOC111985065,AT5G47850,0,0,serine/threonine-protein kinase-like protein CCR4
LOC111985067,AT4G39420,0,0,No Description available
LOC111985068,AT3G56330,0,0,tRNA (guanine(26)-N(2))-dimethyltransferase
LOC111985069,AT2G40590,0,0,small ribosomal subunit protein eS26y
LOC111985070,AT2G22240,0,0,inositol-3-phosphate synthase
LOC111985071,AT4G39460,0,0,"S-adenosylmethionine carrier 1, chloroplastic/mitochondrial"
LOC111985072,AT1G72920,0,0,probable disease resistance protein At4g19530
LOC111985076,--,0,0,No Description available
LOC111985077,AT3G56990,0,0,No Description available
LOC111985078,AT2G13680,0,0,callose synthase 5
LOC111985080,--,0,0,No Description available
LOC111985089,AT1G06890,0,0,UDP-xylose transporter 3
LOC111985090,AT2G40600,0,0,No Description available
LOC111985092,AT3G10915,0,0,reticulon-like protein B16
LOC111985094,--,0,0,No Description available
LOC111985095,AT1G43850,0,0,transcriptional corepressor SEUSS
LOC111985096,AT1G72180,0,0,receptor protein-tyrosine kinase CEPR2
LOC111985098,AT5G54140,0,0,IAA-amino acid hydrolase ILR1-like 5
LOC111985099,AT1G10490,0,0,RNA cytidine acetyltransferase 1
LOC111985100,AT3G10920,0,0,"superoxide dismutase [Mn], mitochondrial"
LOC111985101,AT2G21870,0,0,"probable ATP synthase 24 kDa subunit, mitochondrial"
LOC111985102,AT1G10500,0,0,"iron-sulfur assembly protein IscA, chloroplastic"
LOC111985103,AT4G39470,0,0,"protein SLOW GREEN 1, chloroplastic"
LOC111985104,AT2G22540,1,0,MADS-box protein JOINTLESS
LOC111985105,AT2G25270,0,0,No Description available
LOC111985106,AT3G56320,0,0,No Description available
LOC111985107,AT4G09720,0,0,ras-related protein Rab7
LOC111985108,--,0,0,No Description available
LOC111985109,--,0,0,No Description available
LOC111985110,AT1G75280,0,0,eugenol synthase 1
LOC111985111,AT5G54390,0,0,"3',5'-bisphosphate nucleotidase AHL"
LOC111985113,AT5G23960,0,0,(-)-germacrene D synthase
LOC111985114,AT2G31580,0,0,tRNA(His) guanylyltransferase 1
LOC111985115,AT2G36750,0,0,UDP-glycosyltransferase 73C1
LOC111985118,AT4G19610,0,0,multiple RNA-binding domain-containing protein 1
LOC111985119,AT5G16490,0,0,CRIB domain-containing protein RIC4
LOC111985120,--,0,0,No Description available
LOC111985121,AT5G47840,0,0,"adenylate kinase 2, chloroplastic"
LOC111985125,AT1G54130,0,0,No Description available
LOC111985128,AT3G51550,0,0,receptor-like protein kinase FERONIA
LOC111985129,--,0,0,No Description available
LOC111985130,AT3G57230,1,0,MADS-box transcription factor 23
LOC111985141,AT3G07870,0,0,F-box/kelch-repeat protein At3g23880
LOC111985143,AT5G17020,0,0,protein EXPORTIN 1A
LOC111985145,AT3G54890,0,0,"chlorophyll a-b binding protein 6A, chloroplastic"
LOC111985146,AT3G25640,0,0,protein MIZU-KUSSEI 1
LOC111985147,AT3G07950,0,0,rhomboid-like protein 19
LOC111985148,AT2G39180,0,0,serine/threonine-protein kinase-like protein CCR2
LOC111985153,AT1G74170,0,0,cuscuta receptor 1
LOC111985155,AT2G20495,0,0,No Description available
LOC111985156,--,0,0,No Description available
LOC111985158,AT3G52140,0,0,clustered mitochondria protein
LOC111985159,AT3G07040,0,0,disease resistance protein RPM1
LOC111985166,AT1G58190,0,0,cuscuta receptor 1
LOC111985167,AT2G44450,0,0,beta-glucosidase 15-like
LOC111985170,AT1G01340,0,0,cyclic nucleotide-gated ion channel 1
LOC111985173,AT5G39040,0,0,ABC transporter B family member 27-like
LOC111985174,AT5G22740,0,0,glucomannan 4-beta-mannosyltransferase 2
LOC111985175,AT2G23740,0,1,histone-lysine N-methyltransferase SUVR5
LOC111985176,AT4G33090,0,0,aminopeptidase M1
LOC111985177,AT4G33090,0,0,aminopeptidase M1
LOC111985178,AT3G13870,0,0,protein ROOT HAIR DEFECTIVE 3
LOC111985179,AT3G29770,0,0,"putative methylesterase 11, chloroplastic"
LOC111985180,AT1G26355,0,0,protein SPIRAL1-like 2
LOC111985181,AT3G50780,0,1,BTB/POZ domain-containing protein At3g50780
LOC111985182,AT3G02010,0,0,putative pentatricopeptide repeat-containing protein At2g01510
LOC111985183,AT3G26730,0,0,No Description available
LOC111985188,AT1G08230,0,0,GABA transporter 1
LOC111985189,AT5G14060,0,0,"aspartokinase 2, chloroplastic"
LOC111985190,AT5G66590,0,0,STS14 protein
LOC111985192,AT3G13750,0,0,beta-galactosidase 1
LOC111985193,AT4G33090,0,0,aminopeptidase M1
LOC111985194,AT4G25315,0,0,No Description available
LOC111985199,AT5G13980,0,0,probable alpha-mannosidase At5g13980
LOC111985200,AT1G17665,0,0,No Description available
LOC111985205,--,0,0,No Description available
LOC111985206,AT3G50800,0,0,No Description available
LOC111985210,AT2G25300,0,0,hydroxyproline O-galactosyltransferase HPGT3
LOC111985216,AT5G22750,0,1,DNA repair protein RAD5A
LOC111985218,--,0,0,No Description available
LOC111985219,AT4G32140,0,0,No Description available
LOC111985220,AT3G26744,1,0,transcription factor ICE1
LOC111985222,AT4G33090,0,0,aminopeptidase M1-like
LOC111985223,AT5G66600,0,0,No Description available
LOC111985225,AT3G22220,0,0,No Description available
LOC111985226,--,0,0,No Description available
LOC111985232,AT4G07960,0,0,probable xyloglucan glycosyltransferase 12
LOC111985233,AT2G22840,1,0,growth-regulating factor 1
LOC111985236,AT4G37750,1,0,AP2-like ethylene-responsive transcription factor ANT
